,agency_name,agency_url,award_number,award_title,res_id,res_title
130,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,94bcad20fbfb4c44ac7f98a0fdfa5e79,Unused_Resource_4
131,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,62f43fd0a8ca4b149366b0bef9b8f646,Salt Lake County Land Cover Classification by Parcel
132,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,1846b79a648a4088aad987cc7241656f,iUTAH GAMUT Network Raw Data at Red Butte Creek near 900 W (1300 South) Basic Aquatic Site (RB_900W_BA)
133,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,657b90c8a14c41b98d5fab75951ccc84,iUTAH GAMUT Network Raw Data at Sage Creek Canal (PR_SageCreek_canal)
134,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,b27302c4466945b190c39547b632bd0a,iUTAH GAMUT Network Raw Data at Flood Canal (PR_Flood_canal)
135,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,a22bbdfb431c44a68959534c94e96392,iUTAH GAMUT Network Raw Data near Connor Road Storm Drain Site (RB_CR_SD)
136,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,0526c8423a0a42ab91365c22ce254f20,TN-TC change in bioretention cells at GIRF
137,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,b469ef705b2047d1b55b3d1d7cb13851,Soil pH at GIRF
138,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,483ae730b48044fcb7c136c4dbce17d8,PLFA/NLFA in bioretention systems at GIRF
139,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,296767227f414c46af8fe0f7051ef16d,C & N in plants biomass in bioretention systems at GIRF
140,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,4fbb189bfa10460e9b11d024cb883496,TN & TP in influent and effluent from bioretention systems at GIRF
141,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,373527434e7544fc8d68ee78cd657da9,Amenity Index
142,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,7be7b8eb29ce4e12b9d90b1151ce4195,Community Perceptions of the Three Creeks Confluence and Jordan River Corridor in Salt Lake City
143,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,414ed8519788435abbd552eb7ff943ae,GIRF Mineralization data
144,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,b1be62c9ff6047f497caf2837aa91fe1,Stream biofilm 13C-hemicellulose DNA stable isotope probing experiment
145,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,bc16655330b64bcaa366d464b00e45f0,Unused_Resource_3
146,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,07f508a29bb043d29084d18d4981be13,GAMUT Water Chemistry Data
147,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,2e9db97be020401c9aa03017cb7ee505,Unused_Resource_8
148,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,02618dadb74e415e8cb147aa2846b4f9,GIRF moisture data
149,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,605e1a48826049e2ac715d209c90f533,Measuring Transpiration of Irrigated Landscape Trees in a Semi-arid Urban Environment Dataset2
150,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,9f189e2ae33d4994be0008e1a6688af8,Measuring Transpiration of Irrigated Landscape Trees in a Semi-arid Urban Environment
151,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,3551eed4209645c29d640d834c876343,Analysis of bioretention area at 300 East in Logan UT
152,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,a7821bceca9e42159790d5e1d1441c8c,Green roof invertebrate biodiversity
153,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,89dd1e5831a0476d9769cb8b1c8ce1d3,Scintillometer ET - Salt Lake Airport Wetlands (RAW)
154,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,70cdf4d0e9b7497cb9c492857da59182,Scintillometer ET - Salt Lake Airport Wetlands (QC-ed)
155,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,50fc420a6fb9460290bbda82a6ac6e12,Scintillometer ET - UofU rooftops test
156,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021 ,Lower Nooksack Water Budget ,7cd2b6d7b3494dfb84a1707228b79b20,LNWB Ch01 Public Processes
157,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget ,9be3a8c8473f4c88a8f9ec5b1662afef,LNWB Ch02 Model Processes
158,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget ,a166f8e121b7496397ae05367d48a1f3,LNWB Ch03 Data Processes
159,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget,2889fcae78cb40059deaf3ce53c7f8d7,LNWB Ch07 Water Management - Agricultural water use
160,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget,b7643610141945c0a3af84a03e0d175c,LNWB Ch12-13 Existing and Historic Model Outputs
161,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget,ca717dcd11a14398b2e0df6deef87722,"LNWB Ch8 Water Management - industrial, residential, and commercial water use"
162,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget,ce14d387eda44cd7bb2080f103e42daa,LNWB Ch09 Artificial Drainage - agriculture parsels nooksack shape files
163,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,6f2eadbc6aa34f2fb5ce55cd7e3f234a,iUTAH GAMUT Network Raw Data at Provo River at Woodland Basic Aquatic (PR_WD_BA)
164,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,a56608d8948c43fdb302e1438cf09169,Unused_Resource_2
165,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,c3ecee31a0c64490bf6a2fcb4841cee4,iUTAH GAMUT Network Raw Data at Red Butte Creek at 1300 East Aquatic (RB_1300E_A)
166,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget,978ad72af2d248febfc7eb6342a6b436,"LNWB Ch08 Water Management - industrial, residential, and commercial water use - data"
167,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget,286e23da15f146c18adf2400f17e4a4c,LNWB Ch09 Artificial Drainage
168,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget,d3a67c0472e24f6eb6d94fc300171f8a,LNWB Ch09 Artificial Drainage - geodatabase
169,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget,d5c5b4038e47488c86dc62db73f0a08d,LNWB Ch10 Stream Flow
170,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget,fc69b708427a42a0b0994bc6a748b249,LNWB Ch10 Stream Flow - model processes
171,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget ,ba69c0a28b5640e6ac18fe33a00c4011,LNWB Ch10 Stream Flow - flow geodatabase
172,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget,972094e5e7344f088820df9e9cc153a1,LNWB Ch10 Stream Flow - flow data
173,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget,eadbfbadca1444d8af7c916cec299cdc,LNWB Ch10 Stream Flow - boundary flow relationships
174,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget ,3b59c90bd8104ea99a2c84fe5b361306,LNWB Ch11 Model Calibration
175,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget,6b642d6ede9f4b289ae1adb4be48a022,LNWB Ch11 Model Calibration - calibration processes
176,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget,59b285eebd924a469c17e5a94b82aa2c,LNWB Ch11 Model Calibration - calibration output plots
177,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget ,07c1b92dbc844234b9d9a3050cef3c4b,LNWB Ch12-13 Existing and Historic Model Outputs - data
178,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget ,278691f0a3574a86abb3adf0543a0df8,LNWB Ch11 Model Calibration - calibration data
179,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget,8f361f21f9884c4b883a7b9d723155bc,LNWB Ch07 Water Management - Agricultural water use - data
180,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget ,83c33f7549124314bdae7a276e93789d,LNWB Ch09 Artificial Drainage - hydric nooksack shape files
181,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget,e503a8232c0246f2a645640d49329454,LNWB Ch09 Artificial Drainage - watershed and hydric minus tile shape files
182,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget ,33073c9cab81419f935372f5f2b63f06,LNWB Ch09 Artificial Drainage - watershed and wet nonhydric minus tiles shape files
183,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget ,cc60057586454d80b6f8e9e2308a31ed,LNWB Ch09 Artificial Drainage - tile drained fields shape files
184,WRIA 1 Joint Board ,http://wria1project.whatcomcounty.org/Home/Water-Budget/97.aspx,Whatcom County Contract 201111021,Lower Nooksack Water Budget,5216cc9b318445fba97cd7008c1ea0af,LNWB Ch09 Artificial Drainage - wet nonhydric nooksack shape files
185,Iowa Flood Center,,,,1137e699c9ee4b9981a4eef96432d54c,"Iowa Rainfall (Aug 24 - Sep 6, 2016)"
186,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,ecf18b29ac8248b391cb9736b039e051,Dust chemistry and mineralogy
187,The Best Agency,,12345,Award Name,edfce0a850cd48e79159f139c8c18b3e,Error Files
188,National Science Foundation,,IIA 1208732,NSF EPSCoR Grant ,68fa90bd936b45999320bcb2c73ab525,Macroinvertebrate and algae collection data
189,SESYNC,http://www.sesync.org,,Core-Modelling Team Pursuit,aba56851b3e047a79561813a745f19c3,TASKs for Website and IWRM Practices Collection form
190,NOAA,,,,6041109de34f4ab2b8c82b6982d71311,National Water Model (NWM) Archive at RENCI
191,National Science Foundation,,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,be94b555dcfb44b19e6ec4344085018d,Discharge Rating Curve at Blacksmith Fork above confluence with Logan River (LR_BSF_BA)
192,Stable Isotope Ratio Facility for Environmental Research (SIRFER),,,,68fa90bd936b45999320bcb2c73ab525,Macroinvertebrate and algae collection data
193,iUTAH EPSCoR,,,,720bce6f58284970acc558beeef66432,Cedar City Coal Creek Irrigation Data
194,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,c121b5af55e0404598ec752abf7d3e19,Wasatch Front LiDAR Elevation Data
195,NSF,,0722476,CZO: Luquillo Critical Zone Observatory,7890d537c56640d587014b5f387f9f6f,"Rio Icacos Puerto Rico, Turbidity, Specific Conductance, Discharge, and Rainfall for Storm sampling 8-22-2015 to 9-3-2015"
196,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,ddac95df1e9f4f0e9b8f917e9dd2f21d,great-salt-lake-1966-2012
197,National Science Foundation,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1148453,ACI 1148453 and ACI-1148090, Collaborative Research: SI2-SSI: An Interactive Software Infrastructure for Sustaining Collaborative Community Innovation in the Hydrologic Sciences,099ae83fa8ee434a86d02b5596373ecf,Data and Models as Social Objects in the HydroShare System for Collaboration in the Hydrology Community and Beyond
198,National Science Foundation,,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability	,747aa75ab72e4c3e8145ed171327a6bb,iUTAH GAMUT Water Quality Grab Sampling Results
199,NSF,,1331841,CZO: Luquillo Critical Zone Observatory,9a33ecc48540438f90599042857ca007,"	Tropical river suspended sediment and solute dynamics in storms during an extreme drought. (Water Resource Research) - Rio Icacos and Mameyes, Puerto Rico, Stream Dissolved and Particulate Suspended load for storm sampling 8-24-2015 to 9-2-2015"
200,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion  Hydro-sustainability,41716fddaf824de299e023bad6db2667,Soil_pH_GIRF
201,NSF,,0722476,CZO: Luquillo Critical Zone Observatory,b32204ad84dd4b1caa7e689d9a347ba6,Geology of Northeastern Puerto Rico
202,Water Point Data Exchange (WPDx),,,,d3659dcf575d4090801a74d1ce096d7c,WPDx Geohackweek download
203,National Science Foundation,https://www.nsf.gov/,0722476,Luquillo Critical Zone Observatory,9798f5015b704aa0a1e2b4438e159164,Mameyes River RFID cobble tracers
204,National Science Foundation,,1336725,CBET Environmental Sustainability Program,a84a0b4bdb344f5d832adb1ebc4e927e,Landlab Landslide Component Explained
205,NSF,,0722476,CZO: Luquillo Critical Zone Observatory,64e2562ab0094385933ae9595f01af7c,"Tropical river suspended sediment and solute dynamics in storms during an extreme drought.   (Water Resource Research)- Rio Icacos, Puerto Rico, turbidity, specific conductance, discharge, and rainfall for storm sampling 8-22-2015 to 9-3-2015"
206,USDA-CREES,https://portal.nifa.usda.gov/web/crisprojectpages/0214052-drought-management-ut.html,2008-34552-19042,Utah drought management project,36f3314971a547bc8bc72dc60d6bd03c,TW Daniels Experimental Forest (TWDEF) Lidar
207,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,a4d75f1a6dcd4e758e91e7e8aa5e303c,iUTAH GAMUT Network Quality Control Level 1 Data at Soapstone Climate (PR_ST_C)
208,NSF,,1331841,CZO: Luquillo Critical Zone Observatory,0952e6e9a70e4c42b846870dcf8147e3,"Tropical river suspended sediment and solute dynamics in storms during an extreme drought. (Water Resource Research) - Rio Mameyes, Puerto Rico, weekly sampling for oxygen and hydrogen isotopes (2007-2015) and for storm sampling 8-24-2015 to 8-29-2015"
209,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,08b352fb637c41a2971fa6e1daa20ade,iUTAH GAMUT Network Quality Control Level 1 Data at Climate Station at Franklin Basin (LR_FB_C)
210,National Science Foundation,http://www.nsf.gov/,IIA 1208732 , iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,36f3314971a547bc8bc72dc60d6bd03c,TW Daniels Experimental Forest (TWDEF) Lidar
211,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,1b87fe7452624e82a54fa57432b17583,iUTAH GAMUT Network Quality Control Level 1 Data at Logan River at the Utah Water Research Laboratory west bridge (LR_WaterLab_AA)
212,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,e55012dcffe64aaba9a9b39f0329b101,iUTAH GAMUT Network Quality Control Level 1 Data at Logan River at Mendon Road (600 South) (LR_Mendon_AA)
213,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,3dca5d23a5fd48d8adfed6e97e927221,iUTAH GAMUT Network Quality Control Level 1 Data at Provo River at Charleston Advanced Aquatic (PR_CH_AA)
214,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,c0acde2d26a14a0a8a9000304a1b685a,iUTAH GAMUT Network Quality Control Level 1 Data at Red Butte Gate Basic Aquatic (RB_RBG_BA)
215,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,5057577e8573433d8045b59db91b2550,iUTAH GAMUT Network Quality Control Level 1 Data at 1300 East Aquatic (RB_1300E_A)
216,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,cde532b5d39141db9c2b22122774afae,iUTAH GAMUT Network Quality Control Level 1 Data at Knowlton Fork Climate (RB_KF_C)
217,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,86a27290e1b443a488f0b84cb9e2af91,iUTAH GAMUT Network Quality Control Level 1 Data at Climate Station at Logan River Golf Course (LR_GC_C)
218,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,bb41efc853134d0a90fa1da0041367f5,iUTAH GAMUT Network Quality Control Level 1 Data at Lower Knowlton Fork Aquatic (RB_LKF_A)
219,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,0a5ec097fd894e399379b5183882c820,iUTAH GAMUT Network Quality Control Level 1 Data at Provo River Below Jordanelle Reservoir Advanced Aquatic (PR_BJ_AA)
220,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,200a03e04591410f8b6310b43558634b,iUTAH GAMUT Network Quality Control Level 1 Data at Climate Station at TW Daniels Experimental Forest (LR_TWDEF_C)
221,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,32176d94cfd74d93b5f7f503522022ac,iUTAH GAMUT Network Quality Control Level 1 Data at Knowlton Fork Basic Aquatic (RB_KF_BA)
222,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,79ae0f0efe2447fe9a5ab5c15427b2d8,iUTAH GAMUT Network Quality Control Level 1 Data at Todds Meadow Climate (RB_TM_C)
223,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,b93121c191a94abbb288acabba07f954,iUTAH GAMUT Network Quality Control Level 1 Data at Logan River near Tony Grove (LR_TG_BA)
224,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,9dea1ecec7ca4c33a4bdbe2b06391dd5,iUTAH GAMUT Network Quality Control Level 1 Data at Trial Lake Climate (PR_TL_C)
225,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,19b41feee92d40bb99237602487cfd37,iUTAH GAMUT Network Quality Control Level 1 Data at Charleston Climate (PR_CH_C)
226,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,67dc333cb7a9451fab1e926f7bd332bd,iUTAH GAMUT Network Quality Control Level 1 Data at Blacksmith Fork above confluence with Logan River (BSF_CONF_BA)
227,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,9392dbf30acc4133959ae77103ffd5c2,iUTAH GAMUT Network Quality Control Level 1 Data at 900 W (1300 South) Basic Aquatic (RB_900W_BA)
228,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,de17599743af4ee7a634eaafd78de8c2,iUTAH GAMUT Network Quality Control Level 1 Data at Climate Station at Tony Grove (LR_TG_C)
229,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,47244f7407e14529944fe38333fe7612,iUTAH GAMUT Network Quality Control Level 1 Data at Foothill Drive Advanced Aquatic (RB_FD_AA)
230,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,e640b21cb9b04d20a952cf156459a729,iUTAH GAMUT Network Quality Control Level 1 Data at Provo River near Soapstone Basic Aquatic (PR_ST_BA)
231,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,4659632bae8a440698b1c6b0f4d3558a,iUTAH GAMUT Network Quality Control Level 1 Data at Cottams Grove Basic Aquatic (RB_CG_BA)
232,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,e5935762e9054fc49570f02d1a28ed8a,iUTAH GAMUT Network Quality Control Level 1 Data at Green Infrastructure Climate (RB_GIRF_C)
233,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,f83c4a6ddaec4085bd152dd261a1a89c,iUTAH GAMUT Network Quality Control Level 1 Data at Above Red Butte Reservoir Advanced Aquatic (RB_ARBR_AA)
234,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,98788289144a48e4b5151ab87a1f8ad5,iUTAH GAMUT Network Quality Control Level 1 Data at Logan River at Main Street (Highway 89/91) Bridge (LR_MainStreet_BA)
235,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,3d52e02b093742528388fc521826a7de,iUTAH GAMUT Network Raw Data at Provo River Below Jordanelle Reservoir Central Utah Water Conservancy District Reservoir Release (PR_BJ_CUWCD)
236,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,1bb3210918414e13b077e87798d4a696,iUTAH GAMUT Network Quality Control Level 1 Data at Logan River near Franklin Basin (LR_FB_BA)
237,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,6445418c7c0e426d8cb1568d296c02d1,iUTAH GAMUT Network Quality Control Level 1 Data at Above Red Butte Reservoir Climate (RB_ARBR_C)
238,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,61b3ecc69c494522ad64535be3ef93f9,iUTAH GAMUT Network Quality Control Level 1 Data at Provo River at Lower Midway (PR_LM_BA)
239,NSF,,0722476,CZO: Luquillo Critical Zone Observatory,ba3bb556d384478cb11eb7557fce2b8a,"Rio Icacos Puerto Rico, Turbidity, Specific Conductance, Discharge, and Rainfall for Storm sampling 8-22-2015 to 9-3-2015 v2"
240,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,816f26d1fd9348c3b57c4b66a0fc095a,iUTAH GAMUT Network Quality Control Level 1 Data at Beaver Divide Climate (PR_BD_C)
241,National Science Foundation,,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,ccfda4ccdbd2474590e889b6d1c028e1,Test Resource
242,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,b5f0873404b941ef982df72e90fc140c,iUTAH GAMUT Network Raw Data at Provo River at Charleston Central Utah Water Conservancy District Gage (PR_CH_CUWCD)
243,NASA,https://earthdata.nasa.gov/community/community-data-system-programs/access-projects/bridging-the-digital-divide,,ROSES NNH11ZDA001N-ACCESS: Bridging the Digital Divide,c9fb977bae21432b8b202f13b62285b1,Spatial-temporal statistics of daily soil moisture data from the NLDAS model (1979-2013)
244,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,c19b4b0bd0b34eac8f99b51626b7ab08,iUTAH GAMUT Network Raw Data at Kamas Base Station (PR_KM_B)
245,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,878093a81b284ac8a4f65948b1c597a2,iUTAH GAMUT Network Raw Data at USGS Gage 10172200 above Red Butte Reservoir (RB_ARBR_USGS)
246,NSF,,1114392,,764a2568364a492183e548e7b0819551,"Terrain Metrics, Soil Characteristics, and Seasonal Methane Flux at TCEF, 2013."
247,Texas Advanced Computing Center (TACC),https://www.tacc.utexas.edu/,,,c9fb977bae21432b8b202f13b62285b1,Spatial-temporal statistics of daily soil moisture data from the NLDAS model (1979-2013)
248,National Science Foundation,https://www.nsf.gov/,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,61666076104f4306b4ddbf22a3fc52ca,iUTAH Research Data Policy
249,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,ae8f71e9da1349948d763f854053bd04,iUTAH GAMUT Network Raw Data at Yellow Lake Repeater (PR_YL_R)
250,NSF,,,GRFP,764a2568364a492183e548e7b0819551,"Terrain Metrics, Soil Characteristics, and Seasonal Methane Flux at TCEF, 2013."
251,NASA,https://earthdata.nasa.gov/community/community-data-system-programs/access-projects/bridging-the-digital-divide,,ROSES NNH11ZDA001N-ACCESS: Bridging the Digital Divide,f42f1387d7d54d7a9228888381d7c30e,Spatial-temporal statistics of daily precipitation data from the NLDAS model (1979-2013)
